,anon_screen_name,resource_display_name,module_id,activity_grade_id,first_submit,last_submit,module_type,Module,Week ,Act,Finalgrade,FinalScore
1900,9491ffac86e1306a9c9b7a590c41c0e2683f55ed,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,49557931,4/06/2015 0:12,4/06/2015 0:12,problem,The Basic Core of Economics,Week-1,P-2,0.0,Fail
1901,9491ffac86e1306a9c9b7a590c41c0e2683f55ed,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,49557930,4/06/2015 0:12,4/06/2015 0:12,problem,The Basic Core of Economics,Week-1,P-1 ,0.0,Fail
1902,9491ffac86e1306a9c9b7a590c41c0e2683f55ed,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,49558593,4/06/2015 0:30,4/06/2015 0:31,problem,The Basic Core of Economics,Week-1,P-4,0.0,Fail
1903,9491ffac86e1306a9c9b7a590c41c0e2683f55ed,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,49557932,4/06/2015 0:12,4/06/2015 0:12,problem,The Basic Core of Economics,Week-1,P-3 ,0.0,Fail
1910,21cf9ab38e4c152029d6d663bb1df9f3bc4452d6,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,23730215,20/07/2014 12:59,4/06/2015 14:18,video,The Basic Core of Economics,Week-1,L4,0.15,Fail
1911,21cf9ab38e4c152029d6d663bb1df9f3bc4452d6,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,23732570,20/07/2014 13:51,4/06/2015 3:39,problem,The Basic Core of Economics,Week-1,P-5 ,0.15,Fail
1912,21cf9ab38e4c152029d6d663bb1df9f3bc4452d6,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,23602549,18/07/2014 3:56,4/06/2015 21:44,video,The Basic Core of Economics,Week-1,L1,0.15,Fail
1916,21cf9ab38e4c152029d6d663bb1df9f3bc4452d6,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,23602512,18/07/2014 3:55,1/05/2015 13:52,problem,The Basic Core of Economics,Week-1,P-2,0.15,Fail
1917,21cf9ab38e4c152029d6d663bb1df9f3bc4452d6,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,23602511,18/07/2014 3:55,1/05/2015 13:50,problem,The Basic Core of Economics,Week-1,P-1 ,0.15,Fail
1918,21cf9ab38e4c152029d6d663bb1df9f3bc4452d6,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,23602511,18/07/2014 3:55,4/06/2015 3:35,problem,The Basic Core of Economics,Week-1,P-1 ,0.15,Fail
1919,21cf9ab38e4c152029d6d663bb1df9f3bc4452d6,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,23626220,18/07/2014 14:38,1/05/2015 13:54,problem,The Basic Core of Economics,Week-1,P-4,0.15,Fail
1920,21cf9ab38e4c152029d6d663bb1df9f3bc4452d6,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,23602513,18/07/2014 3:55,1/05/2015 13:52,problem,The Basic Core of Economics,Week-1,P-3 ,0.15,Fail
1921,21cf9ab38e4c152029d6d663bb1df9f3bc4452d6,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,23792465,21/07/2014 12:49,4/06/2015 3:44,problem,The Basic Core of Economics,Week-1,P-8 ,0.15,Fail
1927,b2ee74bc94cb8449499ee05e796c8336007c61c5,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,23520107,16/07/2014 21:57,7/06/2015 16:06,video,The Basic Core of Economics,Week-1,L4,0.91,Pass
1928,b2ee74bc94cb8449499ee05e796c8336007c61c5,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,23168828,11/07/2014 21:41,7/06/2015 16:04,video,The Basic Core of Economics,Week-1,L1,0.91,Pass
1929,a6caa196cc5d4f1a83c0b845bf0560a2da332e77,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,22002184,26/06/2014 15:24,16/06/2015 18:11,video,The Basic Core of Economics,Week-1,L4,0.98,Pass
1930,a6caa196cc5d4f1a83c0b845bf0560a2da332e77,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,21818904,24/06/2014 18:31,18/06/2015 15:35,problem,The Basic Core of Economics,Week-1,P-5 ,0.98,Pass
1931,a6caa196cc5d4f1a83c0b845bf0560a2da332e77,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,21950070,25/06/2014 21:07,13/06/2015 20:01,video,The Basic Core of Economics,Week-1,L1,0.98,Pass
1932,3252e3918ebfd7978a5a94c8a8fa6c0da20f036e,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,24204208,26/07/2014 18:47,25/06/2015 0:29,video,The Basic Core of Economics,Week-1,L4,0.04,Fail
1933,3252e3918ebfd7978a5a94c8a8fa6c0da20f036e,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,24193786,26/07/2014 15:40,24/06/2015 21:59,video,The Basic Core of Economics,Week-1,L1,0.04,Fail
1934,2f8188e288a281d095387e492e2a87272bcfea17,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,23092218,10/07/2014 14:52,1/07/2015 15:19,video,The Basic Core of Economics,Week-1,L4,0.06,Fail
1935,2f8188e288a281d095387e492e2a87272bcfea17,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,21912826,25/06/2014 13:15,8/03/2015 12:13,video,The Basic Core of Economics,Week-1,L1,0.06,Fail
1936,a28cb135a6ebcd231a1cfc99b091422a2c4865ea,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,23766234,21/07/2014 1:25,11/07/2015 23:52,video,The Basic Core of Economics,Week-1,L4,0.01,Fail
1938,a28cb135a6ebcd231a1cfc99b091422a2c4865ea,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,22278006,30/06/2014 21:56,11/07/2015 23:01,problem,The Basic Core of Economics,Week-1,P-2,0.01,Fail
1949,617a4cdaa7f20086ccecfe92dd41637993687d28,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,28184412,15/09/2014 19:29,7/10/2015 18:47,video,The Basic Core of Economics,Week-1,L4,0.0,Fail
1950,617a4cdaa7f20086ccecfe92dd41637993687d28,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,22094279,28/06/2014 0:43,8/10/2015 0:45,problem,The Basic Core of Economics,Week-1,P-5 ,0.0,Fail
1951,617a4cdaa7f20086ccecfe92dd41637993687d28,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22094186,28/06/2014 0:39,3/10/2015 3:54,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
1952,617a4cdaa7f20086ccecfe92dd41637993687d28,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22094186,28/06/2014 0:39,1/04/2016 20:08,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
1954,617a4cdaa7f20086ccecfe92dd41637993687d28,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,22094159,28/06/2014 0:38,3/10/2015 3:54,problem,The Basic Core of Economics,Week-1,P-1 ,0.0,Fail
1993,6c842acb9eed000b72a8aca4805e12c5ff20a50d,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,23065966,10/07/2014 1:48,25/11/2015 18:17,video,The Basic Core of Economics,Week-1,L4,0.07,Fail
1994,6c842acb9eed000b72a8aca4805e12c5ff20a50d,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22509222,2/07/2014 2:12,21/04/2015 21:31,video,The Basic Core of Economics,Week-1,L1,0.07,Fail
1995,6c842acb9eed000b72a8aca4805e12c5ff20a50d,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22509222,2/07/2014 2:12,11/05/2015 23:02,video,The Basic Core of Economics,Week-1,L1,0.07,Fail
1996,6c842acb9eed000b72a8aca4805e12c5ff20a50d,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22509222,2/07/2014 2:12,7/08/2015 19:11,video,The Basic Core of Economics,Week-1,L1,0.07,Fail
1997,6c842acb9eed000b72a8aca4805e12c5ff20a50d,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22509222,2/07/2014 2:12,25/11/2015 17:11,video,The Basic Core of Economics,Week-1,L1,0.07,Fail
1998,6c842acb9eed000b72a8aca4805e12c5ff20a50d,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22509222,2/07/2014 2:12,1/12/2015 21:09,video,The Basic Core of Economics,Week-1,L1,0.07,Fail
1999,6c842acb9eed000b72a8aca4805e12c5ff20a50d,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22509222,2/07/2014 2:12,30/12/2015 4:39,video,The Basic Core of Economics,Week-1,L1,0.07,Fail
2000,6c842acb9eed000b72a8aca4805e12c5ff20a50d,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22509222,2/07/2014 2:12,16/02/2016 13:44,video,The Basic Core of Economics,Week-1,L1,0.07,Fail
2001,6c842acb9eed000b72a8aca4805e12c5ff20a50d,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22509222,2/07/2014 2:12,22/02/2016 6:26,video,The Basic Core of Economics,Week-1,L1,0.07,Fail
2002,6c842acb9eed000b72a8aca4805e12c5ff20a50d,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22509222,2/07/2014 2:12,9/03/2016 4:37,video,The Basic Core of Economics,Week-1,L1,0.07,Fail
2003,6c842acb9eed000b72a8aca4805e12c5ff20a50d,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22509222,2/07/2014 2:12,24/04/2016 2:42,video,The Basic Core of Economics,Week-1,L1,0.07,Fail
2004,6c842acb9eed000b72a8aca4805e12c5ff20a50d,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,22092809,27/06/2014 23:49,7/08/2015 19:11,problem,The Basic Core of Economics,Week-1,P-1 ,0.07,Fail
2005,ad2144c7bd07ecf079889b52aad64572705c1fb2,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,57530244,10/12/2015 4:47,10/12/2015 4:47,video,The Basic Core of Economics,Week-1,L4,0.0,Fail
2006,ad2144c7bd07ecf079889b52aad64572705c1fb2,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,57530242,10/12/2015 4:47,10/12/2015 4:47,problem,The Basic Core of Economics,Week-1,P-4,0.0,Fail
2007,4a1180c23a50fe3924931419c43e1296e773069d,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,22836849,6/07/2014 22:50,13/12/2015 4:04,video,The Basic Core of Economics,Week-1,L4,0.06,Fail
2008,4a1180c23a50fe3924931419c43e1296e773069d,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22142107,29/06/2014 1:02,13/12/2015 4:03,video,The Basic Core of Economics,Week-1,L1,0.06,Fail
2009,8c426ce74776fb11b224e19d6fc5e3992eb8dd67,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,57823348,23/12/2015 5:55,23/12/2015 5:55,video,The Basic Core of Economics,Week-1,L4,0.0,Fail
2010,8c426ce74776fb11b224e19d6fc5e3992eb8dd67,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,23988535,24/07/2014 0:10,23/12/2015 5:55,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
2011,9287cfb047080e7da14a3d9248ea67ec63732ca9,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,22877305,7/07/2014 13:52,4/01/2016 9:37,video,The Basic Core of Economics,Week-1,L4,0.79,Pass
2012,9287cfb047080e7da14a3d9248ea67ec63732ca9,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22114996,28/06/2014 12:39,4/01/2016 8:59,video,The Basic Core of Economics,Week-1,L1,0.79,Pass
2013,631e0e0b99ef81117a8ec14555e814c1688a56c6,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,24799498,4/08/2014 17:09,11/01/2016 17:17,video,The Basic Core of Economics,Week-1,L4,0.09,Fail
2014,631e0e0b99ef81117a8ec14555e814c1688a56c6,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,24406732,29/07/2014 16:50,1/05/2015 13:50,video,The Basic Core of Economics,Week-1,L1,0.09,Fail
2015,39bb788e4cbfc85518a4d4da6ed06b7a40d3a5ee,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,24809060,4/08/2014 19:19,20/01/2016 22:09,video,The Basic Core of Economics,Week-1,L4,0.25,Fail
2016,39bb788e4cbfc85518a4d4da6ed06b7a40d3a5ee,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,24643803,1/08/2014 23:50,20/01/2016 21:31,video,The Basic Core of Economics,Week-1,L1,0.25,Fail
2019,4c69fa6a16a4331386c967bdd86cc665029f398c,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,58909288,24/01/2016 16:02,24/01/2016 16:02,video,The Basic Core of Economics,Week-1,L4,0.03,Fail
2020,4c69fa6a16a4331386c967bdd86cc665029f398c,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22381747,1/07/2014 9:57,24/01/2016 16:01,video,The Basic Core of Economics,Week-1,L1,0.03,Fail
2021,264934302ab9b159f6df5dbaf3be7474d58061f6,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,59187613,30/01/2016 19:53,30/01/2016 19:53,video,The Basic Core of Economics,Week-1,L4,0.0,Fail
2022,264934302ab9b159f6df5dbaf3be7474d58061f6,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,59187613,30/01/2016 19:53,14/02/2016 0:16,video,The Basic Core of Economics,Week-1,L4,0.0,Fail
2023,264934302ab9b159f6df5dbaf3be7474d58061f6,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,58808970,21/01/2016 23:49,22/01/2016 0:05,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
2024,264934302ab9b159f6df5dbaf3be7474d58061f6,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,22294025,30/06/2014 23:15,22/01/2016 0:24,problem,The Basic Core of Economics,Week-1,P-2,0.0,Fail
2025,264934302ab9b159f6df5dbaf3be7474d58061f6,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,22294024,30/06/2014 23:15,22/01/2016 0:06,problem,The Basic Core of Economics,Week-1,P-1 ,0.0,Fail
2026,264934302ab9b159f6df5dbaf3be7474d58061f6,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,59187335,30/01/2016 19:45,30/01/2016 19:45,problem,The Basic Core of Economics,Week-1,P-4,0.0,Fail
2027,264934302ab9b159f6df5dbaf3be7474d58061f6,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,22294026,30/06/2014 23:15,22/01/2016 0:47,problem,The Basic Core of Economics,Week-1,P-3 ,0.0,Fail
2028,13641bfecade7ce327bbd9f3741cc7d89a23f535,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,59444160,5/02/2016 1:45,5/02/2016 1:45,video,The Basic Core of Economics,Week-1,L4,0.0,Fail
2029,13641bfecade7ce327bbd9f3741cc7d89a23f535,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/vertical/02429b82c82441dab1bfa92552cd4cf3,59444374,5/02/2016 1:53,5/02/2016 1:53,vertical,The Basic Core of Economics,Week-1,P-5 ,0.0,Fail
2030,13641bfecade7ce327bbd9f3741cc7d89a23f535,Lecture: Supply and Demand (3A),i4x://HumanitiesSciences/Econ-1/vertical/b9eaf713213f4d8980f455dd083e3e96,59444372,5/02/2016 1:53,5/02/2016 1:53,vertical,The Basic Core of Economics,Week-1,L5,0.0,Fail
2031,13641bfecade7ce327bbd9f3741cc7d89a23f535,Lecture: Market Equilibrium (3B),i4x://HumanitiesSciences/Econ-1/vertical/9bad8b29e44a45328abaf3952b31e900,59444375,5/02/2016 1:53,5/02/2016 1:53,vertical,The Basic Core of Economics,Week-1,L6,0.0,Fail
2032,13641bfecade7ce327bbd9f3741cc7d89a23f535,Quiz: Market Equilibrium,i4x://HumanitiesSciences/Econ-1/vertical/552c325d0f0645e9bd78c300a0b0de4c,59444377,5/02/2016 1:53,5/02/2016 1:53,vertical,The Basic Core of Economics,Week-1,P-6,0.0,Fail
2033,8ffefbaf7b6ffd4f020891ab693d5f09c7ec71ac,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,25215204,11/08/2014 6:04,7/02/2016 19:44,video,The Basic Core of Economics,Week-1,L4,0.06,Fail
2034,8ffefbaf7b6ffd4f020891ab693d5f09c7ec71ac,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,25215989,11/08/2014 6:22,7/02/2016 19:56,problem,The Basic Core of Economics,Week-1,P-5 ,0.06,Fail
2035,8ffefbaf7b6ffd4f020891ab693d5f09c7ec71ac,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,24166437,26/07/2014 5:10,7/02/2016 19:41,problem,The Basic Core of Economics,Week-1,P-3 ,0.06,Fail
2036,b0ecb5518ff2810b55b29fa93b2eae2f88f8b191,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,22538194,2/07/2014 9:13,15/02/2016 20:05,video,The Basic Core of Economics,Week-1,L4,0.25,Fail
2037,b0ecb5518ff2810b55b29fa93b2eae2f88f8b191,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,22536216,2/07/2014 8:42,15/02/2016 20:06,problem,The Basic Core of Economics,Week-1,P-5 ,0.25,Fail
2038,b0ecb5518ff2810b55b29fa93b2eae2f88f8b191,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22536529,2/07/2014 8:49,15/02/2016 19:39,video,The Basic Core of Economics,Week-1,L1,0.25,Fail
2039,0bb61e3bb32bff8d7da5efcf1814b9ecba301031,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,26059526,23/08/2014 17:08,30/03/2016 6:00,video,The Basic Core of Economics,Week-1,L4,0.55,Pass
2040,0bb61e3bb32bff8d7da5efcf1814b9ecba301031,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,26008812,22/08/2014 16:51,29/03/2016 18:10,video,The Basic Core of Economics,Week-1,L1,0.55,Pass
2043,f68d3efce6de9cdef42606bffcb5f0ace5e6b890,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,62076734,1/04/2016 15:56,1/04/2016 15:56,video,The Basic Core of Economics,Week-1,L4,0.0,Fail
2044,f68d3efce6de9cdef42606bffcb5f0ace5e6b890,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,62076696,1/04/2016 15:56,1/04/2016 15:56,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
2049,f2e4133a075550f3ea7056b72943fb588337f963,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,62154723,2/04/2016 15:41,2/04/2016 15:41,video,The Basic Core of Economics,Week-1,L4,0.0,Fail
2050,422d71dd1352b1390befe5665eccfbc124c83d0f,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,24180879,26/07/2014 11:09,10/04/2016 13:21,video,The Basic Core of Economics,Week-1,L4,0.72,Pass
2051,422d71dd1352b1390befe5665eccfbc124c83d0f,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22103976,28/06/2014 6:41,28/06/2015 10:59,video,The Basic Core of Economics,Week-1,L1,0.72,Pass
2052,422d71dd1352b1390befe5665eccfbc124c83d0f,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22103976,28/06/2014 6:41,13/11/2015 5:41,video,The Basic Core of Economics,Week-1,L1,0.72,Pass
2053,422d71dd1352b1390befe5665eccfbc124c83d0f,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22103976,28/06/2014 6:41,15/11/2015 16:02,video,The Basic Core of Economics,Week-1,L1,0.72,Pass
2054,422d71dd1352b1390befe5665eccfbc124c83d0f,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22103976,28/06/2014 6:41,4/04/2016 17:13,video,The Basic Core of Economics,Week-1,L1,0.72,Pass
2055,422d71dd1352b1390befe5665eccfbc124c83d0f,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22103976,28/06/2014 6:41,10/04/2016 11:27,video,The Basic Core of Economics,Week-1,L1,0.72,Pass
2057,5f9f99075c8c144bdf84688986bdcb026c1db018,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,65337971,24/06/2016 22:08,24/06/2016 22:09,video,The Basic Core of Economics,Week-1,L4,0.01,Fail
2058,5f9f99075c8c144bdf84688986bdcb026c1db018,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,65337971,24/06/2016 22:08,6/07/2016 23:07,video,The Basic Core of Economics,Week-1,L4,0.01,Fail
2059,5f9f99075c8c144bdf84688986bdcb026c1db018,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,26601252,31/08/2014 2:36,15/06/2016 20:15,video,The Basic Core of Economics,Week-1,L1,0.01,Fail
2060,5f9f99075c8c144bdf84688986bdcb026c1db018,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,26601252,31/08/2014 2:36,6/07/2016 19:51,video,The Basic Core of Economics,Week-1,L1,0.01,Fail
2061,5f9f99075c8c144bdf84688986bdcb026c1db018,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,26600950,31/08/2014 2:27,16/06/2016 1:44,problem,The Basic Core of Economics,Week-1,P-2,0.01,Fail
2062,5f9f99075c8c144bdf84688986bdcb026c1db018,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,26708750,1/09/2014 20:16,24/06/2016 22:12,problem,The Basic Core of Economics,Week-1,P-4,0.01,Fail
2063,5f9f99075c8c144bdf84688986bdcb026c1db018,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,26600951,31/08/2014 2:27,18/06/2016 1:11,problem,The Basic Core of Economics,Week-1,P-3 ,0.01,Fail
2064,ea05e30a9b972fa48abbfcd7397a86a8ad3a231c,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,65549329,1/07/2016 5:49,4/07/2016 0:54,video,The Basic Core of Economics,Week-1,L4,0.0,Fail
2065,ea05e30a9b972fa48abbfcd7397a86a8ad3a231c,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,65652568,4/07/2016 0:54,4/07/2016 0:54,problem,The Basic Core of Economics,Week-1,P-5 ,0.0,Fail
